Time (s),Qgen (W),Qsolar (W),Qalbedo (W),Qplanetshine (W),Qout/rad (W),Qstored (W)
30260,18.53,55.94,28.26,16.62,64.25,55.1
30270,13.83,63.8,29.06,15.3,63.94,58.04
30280,11.14,55.24,28.98,17.32,66.36,46.31
30290,10.16,57.64,19.59,18.75,81.61,24.53
30300,18.46,68.57,20.77,15.37,93.57,29.59
30310,15.78,57.38,17.42,12.99,83.54,20.02
30320,14.95,55.22,26.39,21.11,94.43,23.24
30330,14.01,60.11,28.0,21.98,72.97,51.14
30340,15.5,58.75,15.57,19.78,68.34,41.26
30350,11.51,52.08,21.07,13.94,90.11,8.48
30360,17.01,51.04,26.87,14.66,92.87,16.7
30370,14.39,69.03,19.8,14.47,88.97,28.72
30380,11.85,57.12,19.88,17.44,94.24,12.05
30390,12.9,58.13,25.16,10.59,85.88,20.9
30400,15.37,57.24,19.63,23.03,63.13,52.14
30410,15.61,59.56,19.98,21.37,75.32,41.19
30420,12.99,56.79,28.7,14.16,61.8,50.84
30430,10.34,58.72,19.23,14.01,61.52,40.79
30440,19.05,69.78,15.74,16.55,95.6,25.52
30450,15.62,61.95,27.73,16.36,67.07,54.59
30460,19.44,66.87,15.28,11.73,77.0,36.32
30470,10.39,62.53,23.28,24.0,61.82,58.39
30480,10.31,64.98,21.08,12.21,84.64,23.93
30490,17.89,69.55,25.02,18.22,69.92,60.74
30500,10.28,50.52,23.96,20.82,74.03,31.54
30510,16.72,68.12,20.81,12.7,80.4,37.95
30520,12.39,65.55,23.44,19.24,98.61,22.02
30530,19.76,53.57,16.7,17.07,75.84,31.27
30540,13.24,54.96,21.85,15.75,88.4,17.41
30550,10.19,58.21,21.19,12.42,67.44,34.57
30560,14.96,67.86,21.86,22.68,94.5,32.86
30570,11.6,52.85,25.87,16.29,73.55,33.06
30580,12.46,50.64,28.47,12.0,69.7,33.87
30590,19.56,55.21,18.47,10.7,66.41,37.53
30600,19.97,51.24,28.23,15.5,80.91,34.04
30610,14.45,61.96,29.87,13.37,73.08,46.57
30620,14.5,53.57,20.65,10.16,93.64,5.24
30630,13.8,69.34,25.22,18.94,90.06,37.25
30640,10.96,63.35,15.7,15.09,70.16,34.94
30650,18.35,55.56,23.29,10.68,66.78,41.1
30660,18.09,62.44,26.87,12.53,76.02,43.9
30670,19.36,65.58,26.28,15.35,85.71,40.86
30680,14.59,53.44,29.38,21.35,82.51,36.25
30690,13.4,64.7,17.7,18.23,78.42,35.62
30700,18.4,61.81,18.04,21.42,88.05,31.61
30710,16.06,65.38,16.56,19.24,74.56,42.67
30720,11.73,51.4,26.54,23.9,93.87,19.71
30730,19.51,51.35,22.99,14.62,80.12,28.36
30740,19.08,54.62,20.06,17.59,69.6,41.74
30750,12.79,50.13,27.96,22.87,97.54,16.22
30760,17.84,57.71,20.76,22.51,77.01,41.82
30770,10.89,57.82,15.65,21.88,60.5,45.74
30780,10.86,54.14,21.95,17.03,92.27,11.7
30790,14.2,54.37,29.57,19.74,69.01,48.88
30800,16.13,63.21,22.96,18.12,63.25,57.16
30810,15.07,52.34,19.54,19.55,61.05,45.45
30820,18.09,64.85,29.18,13.34,84.68,40.77
30830,19.91,56.84,24.83,11.08,89.94,22.72
30840,13.54,57.08,20.29,17.96,75.64,33.23
30850,17.02,52.29,23.34,15.28,67.37,40.57
30860,13.29,52.24,24.52,21.83,97.62,14.26
30870,16.5,53.51,17.17,23.57,68.57,42.18
30880,12.21,53.82,18.38,11.74,84.24,11.91
30890,15.22,51.51,24.05,20.57,61.57,49.77
30900,10.55,68.8,28.57,11.06,77.45,41.53
30910,15.69,52.42,24.03,18.17,90.72,19.59
30920,16.86,51.47,15.3,13.43,67.67,29.38
30930,19.68,50.83,19.86,13.54,99.69,4.22
30940,13.17,54.88,18.95,20.88,64.68,43.2
30950,10.79,56.46,28.66,15.2,60.89,50.22
30960,12.5,69.76,23.92,23.32,87.75,41.76
30970,18.18,65.65,16.75,13.04,65.23,48.39
30980,13.0,65.83,16.59,16.1,93.1,18.42
30990,19.46,62.06,25.18,14.22,74.1,46.82
31000,14.47,62.3,22.8,19.37,97.3,21.64
31010,17.29,54.36,26.58,14.66,91.78,21.11
31020,16.4,54.88,21.91,22.73,95.84,20.08
31030,18.34,60.1,16.46,15.66,70.18,40.38
31040,11.43,57.31,19.98,10.47,88.93,10.26
31050,11.59,54.98,24.15,20.21,82.78,28.16
31060,18.9,52.17,19.71,22.08,66.94,45.9
31070,10.11,59.42,22.08,23.38,96.08,18.91
31080,19.61,56.84,24.03,15.09,79.16,36.41
31090,10.76,57.24,17.87,22.14,88.93,19.07
31100,19.41,66.59,28.55,18.15,76.69,56.0
31110,14.02,54.87,28.9,20.98,96.74,22.02
31120,16.39,51.74,24.03,17.45,60.74,48.87
31130,16.56,65.21,28.55,16.61,63.71,63.22
31140,12.42,58.49,19.75,16.36,61.6,45.42
31150,18.2,55.74,18.52,22.79,63.38,51.88
31160,11.84,54.19,25.35,18.31,82.16,27.54
31170,10.98,50.33,26.47,10.43,80.29,17.91
31180,13.82,62.75,22.52,11.85,74.36,36.59
31190,11.72,57.65,21.72,19.41,70.67,39.82
31200,17.79,66.61,16.86,15.35,66.83,49.78
31210,12.45,59.41,17.34,17.71,96.89,10.01
31220,10.42,55.63,19.06,11.42,75.5,21.03
31230,12.32,52.79,19.33,23.18,85.02,22.59
31240,10.67,59.96,19.45,12.98,86.42,16.64
31250,17.37,53.56,25.36,23.21,76.43,43.08
31260,10.34,64.73,16.16,19.98,95.18,16.03
31270,13.18,67.35,21.23,22.78,85.73,38.82
31280,16.96,51.58,18.99,17.96,90.51,14.98
31290,16.78,66.27,19.02,24.13,82.64,43.56
31300,14.3,63.97,22.18,22.46,97.66,25.25
31310,11.24,63.32,21.79,17.14,74.99,38.51
31320,16.2,61.96,22.13,10.32,63.49,47.12
31330,17.43,57.82,19.99,18.51,60.67,53.08
31340,15.79,67.63,16.1,18.56,85.43,32.64
31350,14.38,62.24,24.39,23.19,77.93,46.26
31360,14.28,66.79,25.67,14.82,91.84,29.72
31370,18.9,65.16,21.61,17.07,80.27,42.48
31380,10.58,62.63,16.23,13.9,97.82,5.51
31390,16.83,65.86,18.03,12.25,61.27,51.71
31400,18.96,61.55,25.2,22.04,75.01,52.74
31410,17.01,50.03,17.48,20.47,72.41,32.57
31420,16.56,58.92,28.52,11.1,99.87,15.24
31430,10.18,57.13,24.62,20.28,75.45,36.76
31440,16.77,66.18,20.75,13.36,62.33,54.73
31450,15.47,58.4,27.94,10.61,74.67,37.75
31460,16.07,69.19,21.04,11.14,81.99,35.44
31470,16.53,50.45,15.73,20.3,78.17,24.84
31480,19.66,65.06,25.06,20.35,67.76,62.36
31490,17.83,64.8,28.65,14.91,65.74,60.46
31500,12.49,57.42,29.41,14.27,79.91,33.69
31510,12.21,57.06,26.18,19.29,78.5,36.24
31520,14.49,50.57,22.8,16.0,79.66,24.22
31530,14.23,50.96,25.95,12.84,65.48,38.5
31540,13.85,65.72,19.11,16.69,85.08,30.28
31550,17.88,53.81,17.43,16.71,70.4,35.43
31560,18.13,59.51,26.0,13.1,81.12,35.62
31570,16.51,56.63,21.69,17.59,93.6,18.82
31580,10.29,53.8,21.48,20.32,84.23,21.65
31590,17.46,50.88,15.53,16.06,89.03,10.91
31600,16.67,63.46,22.33,14.06,69.8,46.73
31610,18.45,61.47,21.14,14.03,76.44,38.65
31620,16.36,56.74,25.91,14.54,91.28,22.28
31630,16.27,59.19,24.83,18.42,73.08,45.63
31640,11.46,67.77,15.86,19.12,91.98,22.23
31650,17.31,52.24,28.3,15.81,74.0,39.66
31660,13.26,52.81,24.69,11.25,72.19,29.82
31670,16.0,57.09,20.0,21.76,72.19,42.65
31680,18.23,69.54,27.37,21.95,81.99,55.1
31690,15.98,62.21,27.05,18.44,67.42,56.26
31700,13.54,66.15,21.35,10.77,98.7,13.1
31710,18.15,63.03,27.11,18.74,73.63,53.4
31720,10.18,57.47,19.83,23.57,95.49,15.57
31730,10.04,55.88,27.06,18.6,71.29,40.29
31740,10.93,53.72,15.47,12.64,99.24,-6.49
31750,10.51,57.35,21.2,20.57,85.57,24.07
31760,17.3,50.24,29.3,20.87,97.31,20.4
31770,19.75,64.63,18.62,11.5,80.69,33.82
31780,17.29,69.5,19.47,24.25,91.11,39.4
31790,18.88,55.51,17.34,17.17,63.79,45.09
31800,10.14,60.29,19.65,20.07,96.78,13.36
31810,11.35,58.71,27.06,23.76,73.18,47.7
31820,14.08,69.09,15.89,17.34,71.58,44.83
31830,17.12,62.65,27.12,24.27,74.58,56.57
31840,16.17,61.63,28.29,11.96,97.25,20.8
31850,15.64,58.89,21.04,15.16,60.42,50.31
31860,15.34,54.47,21.11,19.65,81.78,28.78
31870,10.92,51.87,16.58,21.94,83.27,18.04
31880,19.87,64.07,17.46,21.7,68.93,54.17
31890,11.83,55.92,20.01,22.97,92.12,18.6
31900,16.96,63.36,20.97,16.5,82.75,35.04
31910,11.27,54.33,18.76,19.55,90.71,13.2
31920,10.56,68.05,15.97,24.0,63.95,54.62
31930,19.4,61.85,17.19,22.79,68.79,52.44
31940,11.69,50.1,21.44,23.71,73.34,33.6
31950,16.68,59.51,21.17,13.59,61.35,49.6
31960,17.81,56.01,16.42,23.2,62.89,50.54
31970,16.12,66.05,22.21,24.05,93.72,34.7
31980,10.37,58.87,22.24,20.22,72.66,39.06
31990,17.71,57.31,21.62,23.52,95.26,24.9
32000,12.26,64.05,16.7,22.29,79.23,36.07
32010,16.5,65.27,29.96,17.67,78.13,51.28
32020,10.46,55.04,18.16,11.84,78.61,16.89
32030,16.13,69.61,26.25,21.96,62.91,71.04
32040,11.81,56.86,17.86,21.15,79.42,28.26
32050,12.85,53.83,15.94,11.71,64.65,29.69
32060,17.25,67.8,20.99,23.14,95.41,33.77
32070,12.04,52.38,27.55,20.8,88.36,24.41
32080,12.06,67.7,24.46,13.26,79.75,37.73
32090,16.29,61.0,26.86,19.14,93.56,29.73
32100,16.75,50.25,25.81,11.45,75.95,28.31
32110,10.45,61.27,19.64,11.7,86.84,16.21
32120,18.27,55.4,18.13,24.38,76.89,39.29
32130,13.39,69.71,28.56,23.04,86.6,48.1
32140,12.85,51.28,21.89,19.95,83.27,22.69
32150,17.48,57.14,18.58,20.2,76.01,37.39
32160,15.1,55.5,26.49,17.05,63.87,50.27
32170,17.42,66.07,29.42,13.52,89.96,36.47
32180,12.33,64.15,17.81,12.9,76.67,30.52
32190,12.15,53.24,18.5,16.85,70.54,30.19
32200,15.99,57.4,18.74,19.22,79.95,31.4
32210,16.69,60.25,18.79,16.76,66.1,46.39
32220,13.67,64.26,16.09,18.42,89.98,22.46
32230,15.42,65.96,18.4,18.6,77.05,41.33
32240,12.97,50.88,26.79,19.67,69.51,40.79
32250,10.85,66.37,28.83,23.61,80.46,49.2
32260,17.33,64.27,16.47,19.78,94.23,23.62
32270,12.9,58.55,20.66,24.07,89.74,26.43
32280,15.48,55.86,26.84,11.84,88.16,21.86
32290,13.84,56.49,19.37,23.63,75.48,37.85
32300,19.71,66.15,18.47,13.44,90.22,27.56
32310,18.74,61.85,25.99,15.18,86.18,35.59
32320,16.68,53.85,15.93,12.84,60.99,38.32
32330,14.56,65.3,22.17,23.53,99.81,25.76
32340,15.54,51.77,28.64,17.06,73.49,39.51
32350,13.24,64.34,29.13,16.91,82.32,41.3
32360,17.8,65.9,22.74,22.04,77.48,51.0
32370,12.38,68.27,21.49,10.09,71.19,41.04
32380,12.19,64.43,25.12,20.36,67.76,54.34
32390,17.82,57.92,27.13,13.38,60.67,55.58
32400,18.99,54.45,16.18,15.39,63.16,41.85
32410,12.38,56.78,25.3,10.93,77.6,27.78
32420,16.62,57.56,18.0,17.86,67.97,42.08
32430,17.71,52.86,21.42,19.8,77.25,34.54
32440,18.34,51.02,28.96,18.54,95.78,21.08
32450,18.78,53.1,17.81,13.35,89.01,14.03
32460,18.42,62.5,15.52,18.77,64.24,50.98
32470,13.65,63.11,17.02,17.74,63.32,48.21
32480,15.69,64.69,19.96,15.76,87.83,28.27
32490,14.69,59.52,20.18,10.83,70.59,34.63
32500,17.86,59.13,23.22,14.14,79.32,35.04
32510,11.45,69.9,26.6,15.99,93.33,30.6
32520,16.78,70.0,18.27,14.37,80.03,39.37
32530,13.65,65.73,17.77,10.96,61.86,46.24
32540,17.86,55.57,22.8,17.76,79.41,34.59
32550,15.39,68.14,22.24,12.73,99.38,19.12
32560,19.52,61.48,22.99,10.17,90.04,24.13
32570,11.87,59.65,26.07,19.11,92.47,24.23
32580,10.4,66.1,17.85,24.61,85.28,33.67
32590,19.57,59.94,18.52,23.73,64.15,57.61
32600,16.8,60.64,29.37,14.78,65.62,55.96
32610,15.28,57.53,20.12,20.2,67.25,45.87
32620,15.15,51.03,18.03,12.11,73.89,22.44
32630,16.86,50.48,25.81,24.35,77.79,39.72
32640,15.26,65.2,18.95,16.07,66.97,48.5
32650,14.44,68.17,29.74,15.51,76.09,51.77
32660,18.73,54.42,23.88,12.82,97.45,12.39
32670,19.19,52.46,23.03,24.88,64.14,55.41
32680,17.01,64.46,19.68,24.79,70.97,54.97
32690,16.36,56.33,20.26,14.21,93.01,14.15
32700,14.57,67.21,21.91,10.42,93.79,20.32
32710,17.73,63.61,20.98,17.53,62.53,57.32
32720,16.45,65.28,20.46,19.94,64.26,57.87
32730,14.15,65.76,16.38,24.11,72.45,47.95
32740,19.28,69.55,25.03,15.67,78.49,51.03
32750,16.69,58.21,26.19,11.75,95.45,17.38
32760,18.32,57.45,19.02,17.11,66.07,45.83
32770,15.54,67.58,26.81,20.14,60.74,69.33
32780,10.69,53.49,27.85,22.22,77.35,36.9
32790,11.06,69.85,25.49,20.18,78.62,47.96
32800,13.17,58.65,17.67,14.4,94.76,9.13
32810,12.21,53.18,16.18,17.25,76.18,22.65
32820,17.63,68.81,21.27,23.2,81.73,49.18
32830,19.19,53.73,28.22,24.19,97.36,27.98
32840,19.06,62.89,27.95,15.35,81.0,44.25
32850,10.0,56.16,27.67,12.29,94.74,11.38
32860,18.25,55.27,23.33,14.92,84.91,26.86
32870,10.26,65.68,16.24,15.4,93.13,14.45
32880,13.15,68.17,20.07,14.34,83.73,32.0
32890,15.61,52.65,22.97,17.56,75.85,32.95
32900,17.07,60.15,25.34,22.21,74.57,50.2
32910,19.3,62.58,27.56,14.97,73.21,51.2
32920,13.84,50.31,24.67,23.89,78.17,34.55
32930,15.42,52.73,15.44,18.18,64.23,37.54
32940,17.9,66.23,25.82,13.98,67.2,56.73
32950,19.96,62.5,25.25,22.85,63.8,66.76
32960,13.07,68.1,28.41,13.09,74.5,48.18
32970,13.87,63.5,21.97,19.0,61.57,56.77
32980,11.62,68.18,29.22,23.86,60.45,72.43
32990,17.18,62.0,15.18,13.29,89.32,18.33
33000,12.99,54.81,17.89,18.84,93.76,10.77
33010,18.61,53.97,16.69,14.74,76.14,27.86
33020,18.09,53.48,19.57,20.3,87.23,24.21
33030,18.8,52.11,25.78,21.36,80.38,37.68
33040,13.43,68.28,23.37,21.54,68.48,58.15
33050,19.04,65.77,27.26,17.81,75.31,54.58
33060,13.66,52.6,23.76,22.44,72.53,39.94
33070,16.94,60.38,20.97,20.26,71.69,46.88
33080,18.66,68.39,22.29,24.72,83.3,50.77
33090,19.49,51.85,25.73,21.94,92.01,27.0
33100,16.18,57.55,24.03,18.59,79.45,36.9
33110,12.16,57.8,28.51,10.58,86.76,22.29
33120,19.93,58.56,25.17,21.24,94.06,30.83
33130,10.44,52.38,28.88,24.98,66.24,50.44
33140,12.77,50.86,21.48,13.02,83.08,15.05
33150,11.17,56.19,25.02,15.06,60.58,46.86
33160,13.07,57.1,28.44,15.5,64.96,49.15
33170,17.25,58.35,21.19,12.86,72.74,36.92
33180,16.25,61.13,24.52,21.3,93.12,30.07
33190,14.45,51.18,26.45,11.71,60.95,42.83
33200,17.69,58.75,15.45,18.19,92.0,18.07
33210,12.31,69.98,16.16,16.98,95.61,19.83
33220,12.32,68.64,19.6,22.44,92.53,30.46
33230,18.51,56.7,21.56,18.78,82.27,33.28
33240,10.86,54.31,23.09,12.41,86.53,14.14
33250,18.29,55.0,26.9,19.46,92.13,27.53
33260,19.97,58.05,22.55,21.77,99.59,22.76
33270,12.7,52.4,26.67,24.42,82.59,33.6
33280,16.43,51.4,17.12,22.98,74.53,33.41
33290,14.97,69.66,22.2,23.4,82.44,47.79
33300,14.82,64.65,23.63,14.58,62.41,55.27
33310,18.91,69.81,20.51,17.8,70.39,56.64
33320,16.03,62.55,19.44,16.61,89.51,25.11
33330,19.53,52.17,15.45,11.07,73.59,24.62
33340,10.67,56.52,24.57,19.69,92.79,18.66
33350,11.74,51.71,28.16,10.47,89.59,12.49
33360,10.05,54.5,20.02,16.0,89.39,11.18
33370,16.35,66.8,22.92,18.67,72.36,52.37
33380,17.01,55.85,16.98,12.03,68.74,33.13
33390,16.46,64.24,18.25,19.67,78.45,40.17
33400,11.73,54.95,26.63,17.81,88.17,22.95
33410,19.0,54.99,17.03,24.6,70.18,45.44
33420,19.52,63.61,16.58,24.23,80.2,43.73
33430,13.4,65.48,27.41,12.8,72.39,46.71
33440,17.25,60.31,22.01,18.33,75.65,42.24
33450,12.73,62.69,26.05,11.25,82.56,30.16
33460,13.78,68.12,21.0,20.4,94.87,28.43
33470,11.58,67.26,23.81,21.0,65.28,58.37
33480,15.9,60.46,23.23,18.2,67.06,50.73
33490,10.05,66.21,18.76,18.24,79.34,33.91
33500,15.87,50.56,25.49,23.27,70.72,44.46
33510,11.76,51.64,27.29,18.45,96.11,13.03
33520,17.17,69.39,29.66,21.22,87.38,50.05
33530,13.98,65.39,18.03,17.15,94.94,19.61
33540,17.8,64.93,25.43,23.28,94.38,37.06
33550,11.28,64.03,15.06,18.32,77.57,31.13
33560,11.92,54.83,16.75,10.32,66.17,27.66
33570,14.79,52.82,20.78,17.59,92.38,13.6
33580,18.27,64.74,26.23,18.04,79.6,47.68
33590,11.72,60.58,29.28,19.46,68.59,52.45
33600,14.49,52.08,16.83,24.55,60.55,47.4
33610,12.05,53.69,29.15,21.83,81.87,34.85
33620,10.36,68.98,19.69,17.61,93.41,23.23
33630,15.33,65.94,20.2,23.69,91.65,33.5
33640,18.0,52.08,26.8,11.97,85.23,23.62
33650,16.82,64.06,16.06,22.38,69.17,50.15
33660,10.64,69.53,21.42,22.25,60.58,63.25
33670,13.26,56.59,27.65,20.06,92.15,25.4
33680,14.52,50.2,26.78,14.71,61.72,44.48
33690,13.66,50.12,21.38,11.06,74.4,21.82
33700,15.05,68.58,29.42,14.75,85.38,42.42
33710,17.12,63.29,29.99,24.14,73.87,60.67
33720,12.65,51.7,22.71,18.26,73.3,32.0
33730,15.03,67.81,29.44,18.05,66.09,64.24
33740,19.81,68.13,19.85,23.11,68.55,62.35
33750,19.96,58.02,20.93,17.24,92.6,23.55
33760,14.8,67.39,18.28,19.2,67.61,52.06
33770,11.46,53.02,15.65,12.9,62.01,31.02
33780,13.07,57.1,25.42,12.06,79.12,28.54
33790,18.02,66.01,29.52,11.75,72.67,52.64
33800,16.92,52.92,20.68,15.67,60.02,46.17
33810,13.32,55.18,15.45,21.98,79.02,26.91
33820,16.06,64.98,20.97,17.56,88.1,31.47
33830,10.46,62.74,25.83,19.28,97.76,20.55
33840,12.08,64.15,15.73,10.73,66.9,35.79
33850,11.11,54.17,28.64,11.05,65.9,39.08
33860,11.34,60.88,21.68,14.66,92.36,16.19
33870,14.26,64.32,20.91,10.61,90.8,19.3
33880,12.72,65.77,26.94,12.43,75.85,42.01
33890,19.21,51.59,16.59,21.2,91.77,16.83
33900,18.05,50.16,27.28,15.53,73.94,37.08
33910,17.14,61.18,17.49,23.49,99.64,19.66
33920,10.3,54.42,17.23,23.14,96.75,8.35
33930,18.77,61.74,23.04,10.6,83.36,30.79
33940,17.87,56.9,17.03,18.03,91.95,17.88
33950,10.02,53.37,20.53,17.53,62.0,39.45
33960,12.62,55.51,26.49,23.8,75.54,42.89
33970,17.88,55.14,24.88,11.87,68.47,41.29
33980,12.5,64.58,17.19,23.44,78.48,39.22
33990,11.03,57.25,19.17,14.52,89.9,12.07
34000,11.79,60.98,29.1,10.74,62.15,50.45
34010,13.24,67.04,23.18,19.71,97.79,25.39
34020,10.22,58.65,29.34,19.95,90.35,27.81
34030,13.8,62.73,17.05,22.55,81.31,34.82
34040,15.92,52.96,16.73,22.99,80.7,27.9
34050,18.45,66.34,27.86,14.23,68.72,58.16
34060,12.38,56.29,18.84,22.31,95.91,13.92
34070,14.48,52.56,15.17,21.54,76.01,27.74
34080,12.06,67.15,18.61,16.21,73.89,40.14
34090,16.96,61.28,28.97,22.19,76.78,52.63
34100,15.88,54.1,25.87,18.71,73.78,40.78
34110,16.0,59.67,15.02,18.72,65.04,44.38
34120,18.26,51.84,22.64,19.93,83.5,29.17
34130,11.14,66.1,19.69,22.48,74.15,45.26
34140,17.93,67.46,25.64,24.97,68.64,67.36
34150,14.88,66.92,28.99,18.39,99.52,29.65
34160,18.55,64.57,26.45,12.53,90.92,31.18
34170,17.78,57.98,25.15,16.31,70.45,46.77
34180,18.14,55.5,22.87,19.15,97.3,18.37
34190,14.12,67.07,22.37,18.65,90.14,32.07
34200,15.65,54.49,26.76,22.02,78.39,40.53
34210,19.69,54.92,19.18,15.01,66.55,42.24
34220,12.84,55.61,28.5,21.16,81.13,36.99
34230,17.22,59.09,26.29,22.64,74.34,50.91
34240,19.86,54.7,23.53,11.67,97.67,12.09
34250,17.34,64.64,25.22,18.65,96.23,29.62
34260,19.04,62.12,18.09,18.36,91.53,26.07
34270,18.56,57.62,17.84,21.53,74.18,41.37
34280,13.83,55.35,19.14,24.23,83.29,29.27
34290,11.4,64.31,17.71,21.4,60.31,54.51
34300,12.1,66.75,19.7,21.88,60.48,59.96
34310,16.44,56.5,18.7,14.66,97.94,8.36
34320,14.25,68.36,26.2,17.74,81.13,45.41
34330,17.92,56.68,28.28,13.35,64.02,52.2
34340,16.69,66.66,16.74,22.19,80.33,41.95
34350,12.78,67.37,20.3,14.4,68.67,46.19
34360,17.39,54.79,29.75,20.1,93.08,28.96
34370,14.8,64.37,29.57,12.66,75.6,45.8
34380,19.6,59.2,27.47,24.34,68.33,62.28
34390,12.36,65.8,28.67,15.42,87.23,35.02
34400,19.51,63.4,24.12,20.36,67.87,59.52
34410,14.63,65.3,22.32,10.32,64.83,47.74
34420,17.31,52.49,26.4,23.67,80.15,39.72
34430,10.83,59.48,19.8,21.73,97.73,14.11
34440,18.81,50.3,25.95,21.47,97.35,19.17
34450,13.44,60.31,17.06,23.17,76.31,37.66
34460,19.08,66.52,19.74,15.46,75.0,45.8
34470,19.37,54.59,27.65,15.78,93.14,24.26
34480,19.54,53.29,17.3,13.18,97.74,5.58
34490,18.44,54.75,19.94,10.63,96.93,6.83
34500,18.9,53.1,15.09,21.4,89.8,18.7
34510,14.46,58.55,16.87,21.98,91.49,20.38
34520,10.42,57.8,22.65,10.24,77.69,23.41
34530,17.96,67.08,23.16,16.14,70.76,53.58
34540,15.59,64.95,18.1,15.37,68.65,45.36
34550,12.11,55.55,19.14,23.37,71.75,38.43
34560,16.96,64.33,28.17,13.61,97.95,25.11
34570,14.27,68.89,25.05,19.14,85.89,41.45
34580,10.52,50.02,22.9,12.66,83.01,13.09
34590,11.7,66.71,28.7,22.04,90.28,38.86
34600,14.56,62.49,19.57,12.73,96.69,12.67
34610,12.51,51.13,21.69,16.43,77.74,24.01
34620,19.23,50.26,29.17,17.41,68.38,47.7
34630,11.83,58.09,17.38,19.1,63.55,42.85
34640,16.91,55.67,19.71,22.49,71.76,43.01
34650,12.74,59.36,17.23,23.82,66.38,46.77
34660,13.69,57.66,18.04,18.81,99.65,8.56
34670,10.13,60.5,18.46,12.57,97.27,4.4
34680,17.84,68.98,28.98,16.96,72.94,59.81
34690,15.3,63.03,15.03,24.83,95.39,22.8
34700,15.76,62.49,29.36,21.65,93.01,36.25
34710,17.84,52.02,20.61,23.86,95.88,18.45
34720,10.0,66.41,28.76,17.97,96.78,26.36
34730,15.89,58.42,24.84,22.92,73.91,48.16
34740,15.44,64.01,25.27,24.59,91.19,38.12
34750,13.82,61.08,17.95,22.01,79.66,35.2
34760,12.93,59.53,27.25,22.79,63.12,59.37
34770,12.0,58.42,27.99,20.19,97.53,21.06
34780,17.27,57.61,19.54,19.29,87.75,25.96
34790,17.3,55.77,19.2,21.92,83.85,30.34
34800,15.41,59.56,19.47,12.86,63.51,43.79
34810,16.06,63.38,16.15,12.54,85.34,22.8
34820,14.36,51.67,26.75,24.78,75.87,41.69
34830,19.3,59.49,29.59,19.38,65.61,62.14
34840,14.92,51.21,19.45,20.96,93.8,12.73
34850,17.77,63.89,20.71,21.83,85.05,39.15
34860,13.61,60.1,19.7,12.31,64.99,40.73
34870,14.07,68.89,18.1,21.3,64.37,57.99
34880,11.55,60.09,27.1,24.61,92.3,31.05
34890,13.6,68.18,27.05,16.27,67.79,57.31
34900,12.55,58.74,21.13,11.51,94.77,9.16
34910,16.62,62.13,27.39,18.59,70.29,54.44
34920,19.81,61.42,22.35,17.45,60.62,60.42
34930,12.3,53.44,19.06,15.86,95.36,5.3
34940,17.28,67.85,25.26,22.45,77.4,55.46
34950,12.92,53.3,20.82,18.28,73.76,31.55
34960,16.82,69.42,29.96,16.61,79.25,53.57
34970,19.12,56.52,17.57,24.96,62.85,55.33
34980,12.71,58.04,17.68,16.42,80.39,24.47
34990,17.09,50.63,26.97,16.19,78.71,32.18
35000,16.12,56.53,20.01,18.1,62.39,48.38
35010,14.68,57.47,29.68,20.09,63.15,58.77
35020,10.19,60.4,21.11,21.78,65.21,48.27
35030,18.73,61.56,23.05,20.69,85.98,38.04
35040,18.29,62.89,21.33,23.39,80.59,45.32
35050,15.47,58.48,16.63,18.84,90.56,18.87
35060,18.42,62.59,18.91,10.82,61.06,49.68
35070,12.67,62.22,17.55,21.01,92.85,20.59
35080,17.43,62.06,20.2,16.9,67.39,49.2
35090,10.2,61.05,26.36,24.54,60.32,61.83
35100,19.61,60.12,15.64,10.06,79.67,25.76
35110,19.16,68.02,24.2,14.67,78.85,47.21
35120,12.98,61.29,18.79,16.49,68.75,40.79
35130,14.14,61.87,16.65,19.58,63.93,48.3
35140,14.6,59.21,27.72,17.14,98.69,19.98
35150,13.88,58.21,22.62,20.53,87.69,27.54
35160,18.28,57.83,19.07,15.84,78.07,32.95
35170,14.08,60.44,21.67,17.52,81.41,32.3
35180,16.6,50.57,28.35,13.55,72.33,36.74
35190,16.58,56.5,27.07,15.71,75.87,40.0
35200,11.28,65.49,28.51,10.2,70.72,44.75
35210,15.26,62.48,23.16,16.38,83.71,33.57
35220,19.87,61.53,28.83,14.65,63.04,61.84
35230,13.13,58.19,23.37,12.81,74.97,32.53
35240,19.73,56.51,27.36,21.09,86.97,37.71
35250,19.88,61.36,21.7,16.62,76.57,42.98
35260,12.21,57.92,25.89,24.55,77.42,43.14
35270,16.48,51.44,15.07,21.49,76.34,28.16
35280,19.23,56.75,21.18,21.3,69.6,48.86
35290,11.83,60.89,17.61,20.16,68.95,41.54
35300,15.67,64.29,17.21,12.37,65.82,43.72
35310,18.0,68.95,17.87,19.39,89.45,34.76
35320,18.4,63.79,21.59,20.93,80.81,43.9
35330,10.05,51.5,23.82,21.96,67.78,39.55
35340,13.47,61.43,18.61,19.8,74.17,39.13
35350,14.11,50.01,16.01,20.2,90.09,10.24
35360,17.66,56.89,21.78,22.95,79.03,40.24
35370,15.11,51.46,16.7,10.59,87.26,6.6
35380,17.35,61.09,17.65,14.86,73.41,37.53
35390,13.21,58.55,26.47,15.28,81.13,32.38
35400,18.62,64.92,27.47,20.35,80.65,50.72
35410,18.31,58.65,25.13,20.98,75.28,47.8
